Srce,Province,PublishedDate,PropertyType,PropertyState,MtTot,Bdroom,Bath,Parking,PriceUF,Link,Description
"toctoc","Santiago","11/2/2020","Aparment","TBD","105 m²","4","2","TBD","$  148.000.000","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/alameda-libertador-bernardo-o-higgins/1419998?o=resultado_lista_seo_info","OPORTUNIDAD EN EL CORAZON DE SANTIAGO Departamento remodelado en Av. Alameda Libertador Bernardo O´higgins esquina San Francisco. 4 Habitaciones y 2 Baños living comedor y cocina. Dimensiones 105 m2.El departamento se encuentra en el 5to piso con vista despejada a la torre Entel. Todos los dormitorios y living comedor con piso parquet baños cocina y amplio pasillo de acceso con piso cerámico. Baño principal con conexión para lavadora. Cercano a estaciones de metro U. de Chile y Santa Lucia. Ubicado a un costado de Iglesia San Francisco comercio restaurantes universidades y múltiples servicios a tan solo pasos. El edificio cuenta con conserje las 24 horas fue remodelado recientemente. Ascensores nuevos iluminación nueva hall de acceso y pasillos pintados hace pocos meses. Vende RE/MAX empresa Numero 1 en venta de propiedades del Mundo. Metraje informado por el propietario*"
"toctoc","Santiago","11/6/2020","Aparment","TBD","0 m²","3","2","TBD","UF  6.580","https://www.toctoc.com/propiedades/compraparticularsr/departamento/santiago/tucapel-jimenez-56-dp-508-santiago/1495141?o=resultado_lista_seo_info","Propiedad estilo RETRO único en su tipo en el barrio con amplios espacios y terrazas independientes. Pisos de parquet. Gran vista con orientación norte en quinto piso. Ubicado convenientemente cercano a las estaciones de Metro Moneda y Los Héroes. 2 ascensores y 1 montacargas. Opción de arriendo de estacionamiento y bodega directo con la administración. Gastos comunes: Entre $80.000 y $90.000 Contribuciones de $102.000VENTA DIRECTA CON EL DUEÑO"
"toctoc","Santiago","1/7/2020","Aparment","TBD","122 m²","4","2","TBD","$  175.000.000","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/av-alameda/1507693?o=resultado_lista_seo_info","Propiedad es un departamento ubicado en Subterráneo recientemente remodelado 1 Hall Acceso 1 Privado 2 Baño 1 cocina 2 Dormitorios y 1 Estar. Inmueble de planta regular se ubica dentro de un edificio de 4 pisos y 1 subterráneo. Departamento tiene acceso a patio central se accede por escalera principal del Edificio. Con vista hacia patio interior edificio y Calle Fanor Velasco. Edificio donde se emplaza inmueble es de fachada continua no cuenta con estacionamiento o bodega. Inmueble se ubica en la vereda oriente a mitad de cuadra inserto dentro del sector centro de Santiago PARA VISITAS LLAMAR A LPM GESTIÓN AL 22 22 00 412 ID"
"toctoc","Santiago","13-02-2020","Aparment","TBD","144 m²","3","2","TBD","$  180.000.000","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/tucapel-jimenez-antiguo/1421760?o=resultado_lista_seo_info","Amplio y elegante departamento silencioso y en una de las mejores ubicaciones de Santiago. A pasos de Metro Moneda. y Los Héroes. Hall de distribución living con pequeña terraza comedor separado por puerta de madera y vidrio. Tres dormitorios grandes dos baños principal con ventana. Más dormitorio y baño de servicio. Baño principal con conexión a lavadora. Edificio de la década del cincuenta con ascensores conserjería las 24 horas patio central interior amplios corredores con terminaciones de la época Opción de arrendar estacionamiento y bodega con la administración. Gastos comunes: $70.000 (inlcuye agua)"
"toctoc","Santiago","6/7/2020","Aparment","TBD","120 m²","4","3","TBD","UF  4.850","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/departamento-en-nataniel-cox/1511181?o=resultado_lista_seo_info","Departamento con orientación poniente en Nataniel Cox Santiago. Tiene 3 habitaciones 2 baños más servicios completos living – comedor cocina independiente y amoblada. Ubicado a 10 minutos de metro Parque Almagro y Parque O’Higgins. Cercano a Parque Hospital supermercados y comercio en general. CONTÁCTANOS Y TE AYUDAMOS A GESTIONAR TU CRÉDITO HIPOTECARIO Contacto: +569 53485973"
"toctoc","Santiago","27-06-2020","Aparment","TBD","100 m²","3","2","TBD","UF  6.271","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/lastarria-acogedor-parque-forestal/1505970?o=resultado_lista_seo_info","Lindísimo Departamento en primera línea de Parque Forestal Espacios muy amplios. Totalmente remodelado pisos de madera original pulidos y vitrificados. Edificio de 1938 de excelente construcción. Bajos Gastos Comunes y Contribuciones. Excelente distribución gran walking closet. Muy luminoso. Orientación norte oriente y sur. El uso es comercial y/o habitacional Zona turística por excelencia dentro del Parque Forestal de Santiago áreas verdes deportes y esparcimiento junto a vida urbana de gran cantidad de restaurantes hoteles bares y muy buen cine en Lastarria"
"toctoc","Santiago","13-05-2020","Aparment","TBD","110 m²","3","2","TBD","$  140.000.000","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/san-antonio-merced/1478650?o=resultado_lista_seo_info","Departamento remodelado en pleno centro de Santiago de 110 metros cuadrados aproximados. Cercano a Metro Bellas Artes y Metro Santa Lucia a pasos de Plaza de Armas Municipalidad de Santiago Mall Vivo Imperio. Apto para uso residencial o comercial. Cuenta con 3 dormitorios y 2 baños ambos en suite. Living comedor con orientación Norte. Cocina tradicional. Pisos cerámicos en baños y cocina. Piso parquet en dormitorios living y pasillos. Termo para agua caliente. No tiene estacionamiento ni bodega. Gastos Comunes: $ 90.000 aproximados. Contribuciones: $ 41.000 aproximados. Más información: contacto@hrcorredores.com / +562 2233 2482 / +569 4286 8578 / +569 4286 8580 Ejecutiva: Denisse Osorio / dosorio@hrcorredores.com / +569 4286 8580"
"toctoc","Santiago","27-03-2020","Aparment","TBD","133 m²","5","3","TBD","UF  6.570","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/vicuna-mackenna-con-irarrazaval/1451596?o=resultado_lista_seo_info","SE VENDE AMPLIO DPTO DE 133 MTSVICUÑA MACKENNA 836 ESQ. IRARRÁZAVAL133 mts incluye terraza frontis de 11 mts aprox. y terraza trasera de similares características5 dormitorios: Principal con piso parquet e incluye Baño 4 Dormitorios con piso flotanteTodos los dormitorios incluyen Closet y ventilación natural3 Baños en totalLiving comedor piso cerámicaCocina amoblada incluye espacio lavadoraEdificio de 4 pisos 3 departamentos por pisoConstrucción año 1950Ubicación Espectacular! en plena Avenida Vicuña Mackenna esquina Irarrázaval a menos de 5 minutos de Estación de Metro Irarrázaval cercano a Bancos Supermercados Comercio en general Áreas Verdes Locomoción entre otros.Gtos Comunes $32.000 app incluye consumo de aguaContribuciones $100.000 app x cuotaVALOR VENTA 6.570 UF ($185.000.000 app) Conversable!+ Comisión Corredora (2% sobre el valor de venta final+ IVA)Coordine sus visitas con Ana María al +56982487623 o al +56954317722"
"toctoc","Santiago","1/7/2020","Aparment","TBD","165 m²","4","3","TBD","$  160.000.000","https://www.toctoc.com/propiedades/compracorredorasr/departamento/santiago/vergara-y-blanco-encalada/1331987?o=resultado_lista_seo_info","Se vende EXCELENTE departamento con PATIO para REMODELAR. Ubicado en un barrio privilegiado del sector Parque O´Higgins a pasos del Movistar Arena de Fantasilandia del Campus Beauchef de la Universidad de Chile. El depto. cuenta con una superficie total de 160m² (110 mts. construidos y 50 mts de patio aprox) Ubicado en un primer piso con un acogedor PATIO. Tiene 3 dormitorios amplios con dos baños más un dormitorio y baño de servicio. Living comedor de gran tamaño cocina tradicional patio de luz bodega y lavadero. Tiene Parquet en todo el departamento. NO tiene estacionamiento. Edificio de 4 pisos un depto. por piso."
"toctoc","Santiago","27-04-2020","Aparment","TBD","0 m²","4","3","TBD","$  140.000.000","https://www.toctoc.com/propiedades/compraparticularsr/departamento/santiago/vicuna-mackenna-265-31-santiago/1466616?o=resultado_lista_seo_info","Departamento en excelente ubicación Vicuña Mackenna con Marín a pasos del Metro hospitales supermercados y colegios. Excelente construcción de 3 dormitorios todos ellos con amplios closets 3 baños living comedor amplio y cocina grande con habitación de servicio y bodega."
